"river","answer"
1876,8.305052
1877,8.215629
1878,8.353344
1879,8.350276
1880,8.29644
1881,8.148492
1882,8.45959
1883,8.262604
1884,8.178444
1885,8.26007
1886,8.328576
1887,8.165049
1888,8.331744
1889,8.137812
1890,8.28009
1891,8.363893
1892,8.07884
1893,8.31027
1894,8.271098
1895,8.33421
1896,8.315856
1897,8.246259
1898,8.233524
1899,8.175195
1900,8.3239
1901,8.360598
1902,8.309838
1903,8.207639
1904,8.299536
1905,8.273415
1906,8.199612
1907,8.21917
1908,8.458164
1909,7.983438
1910,8.29513
1911,8.396934
1912,8.458688
1913,8.239291
1914,8.33547
1915,8.39919
1916,8.288616
1917,8.206677
1918,8.368234
1919,8.211401
1920,8.2464
1921,8.22188
1922,8.251146
1923,8.311206
1924,8.3694
1925,8.225525
1926,8.335728
1927,8.216728
1928,8.278832
1929,8.049717
1930,8.33374
1931,8.26468
1932,8.31726
1933,8.483937
1934,8.351012
1935,8.40951
1936,8.142816
1937,8.449194
1938,8.317896
1939,8.18258
1940,8.33618
1941,8.352123
1942,8.20495
1943,8.228605
1944,8.143416
1945,8.225405
1946,8.101198
1947,8.350683
1948,8.19134
1949,8.349516
1950,8.20365
1951,8.172739
1952,8.268672
1953,8.351028
1954,8.271282
1955,8.412365
1956,8.465568
1957,8.25854
1958,8.157028
1959,8.251308
1960,8.51816
1961,8.322484
1962,8.207046
1963,8.136635
1964,8.531616
1965,8.420025
1966,8.133342
1967,8.273202
1968,7.976304
1969,8.28949
1970,8.13413
1971,8.25849
1972,8.323812
1973,8.341844
1974,8.336202
1975,8.237725
1976,8.263632
1977,8.273745
1978,8.301666
1979,8.416687
1980,8.23878
1981,8.522262
1982,8.429446
1983,8.273076
1984,8.386368
1985,8.259585
1986,8.1426
1987,8.472568
1988,8.35954
1989,8.33391
1990,8.52317
1991,8.28256
1992,8.48592
1993,8.189237
1994,8.33492
1995,8.233365
1996,8.347272
1997,8.275568
1998,8.37162
1999,8.303846
2000,8.372
2001,8.318157
2002,8.250242
2003,8.270387
2004,8.414796
2005,8.42902
2006,8.521488
2007,8.481582
2008,8.427576
2009,8.174621
2010,8.25306
2011,8.4462
2012,8.488628
2013,8.442522
2014,8.354072
2015,8.24941
2016,8.25552
2017,8.273734
2018,8.30407
2019,8.235501
2020,8.33048
2021,8.174945
2022,8.484312
2023,8.268001
2024,8.523064
2025,8.555625
2026,8.37751
2027,8.343132
2028,8.22354
2029,8.268175
2030,8.4042
2031,8.154465
2032,8.294624
2033,8.225518
2034,8.2377
2035,8.24582
2036,8.262088
2037,8.365959
2038,8.359876
2039,8.123376
2040,8.3028
2041,8.292583
2042,8.317066
2043,8.353827
2044,8.402884
2045,8.476525
2046,8.30676
2047,8.3927
2048,8.669184
2049,8.361969
2050,8.48085
2051,8.349621
2052,8.349588
2053,8.39677
2054,8.5241
2055,8.31864
2056,8.145872
2057,8.28971
2058,8.22171
2059,8.406897
2060,8.38832
2061,8.390331
2062,8.507812
2063,8.421166
2064,8.588304
2065,8.44585
2066,8.4706
2067,8.584251
2068,8.381604
2069,8.333932
2070,8.47872
2071,8.379266
2072,8.219624
2073,8.379066
2074,8.331258
2075,8.27925
2076,8.409876
2077,8.332924
2078,8.241348
2079,8.17047
2080,8.3616
2081,8.253246
2082,8.217654
2083,8.45698
2084,8.30474
2085,8.46927
2086,8.225098
2087,8.189388
2088,8.28936
2089,8.310042
2090,8.27222
2091,8.34309
2092,8.550004
2093,8.415953
2094,8.265018
2095,8.608355
2096,8.421728
2097,8.396388
2098,8.419274
2099,8.33303
2100,8.505
2101,8.469131
2102,8.401694
2103,8.550798
2104,8.378128
2105,8.464205
2106,8.447166
2107,8.229942
2108,8.216984
2109,8.275716
2110,8.26487
2111,8.308896
2112,8.3952
2113,8.420305
2114,8.453886
2115,8.187165
2116,8.3582
2117,8.487053
2118,8.321622
2119,8.340384
2120,8.4906
2121,8.668527
2122,8.473146
2123,8.415572
2124,8.247492
2125,8.221625
2126,8.40833
2127,8.352729
2128,8.39496
2129,8.481936
2130,8.33469
2131,8.234184
2132,8.415004
2133,8.589591
2134,8.416496
2135,8.54427
2136,8.259912
2137,8.235998
2138,8.449376
2139,8.425521
2140,8.42304
2141,8.429117
2142,8.443764
2143,8.466993
2144,8.571712
2145,8.513505
2146,8.502452
2147,8.52359
2148,8.521116
2149,8.404739
2150,8.6043
2151,8.459883
2152,8.32824
2153,8.295509
2154,8.495376
2155,8.454065
2156,8.21436
2157,8.496423
2158,8.53489
2159,8.450326
2160,8.532
2161,8.280952
2162,8.55071
2163,8.381625
2164,8.48288
2165,8.575565
2166,8.356428
2167,8.208596
2168,8.55276
2169,8.357157
2170,8.41309
2171,8.525517
2172,8.181924
2173,8.487738
2174,8.387292
2175,8.641275
2176,8.588672
2177,8.501185
2178,8.454996
2179,8.243157
2180,8.46494
2181,8.573511
2182,8.309056
2183,8.260472
2184,8.349432
2185,8.53898
2186,8.368008
2187,8.308413
2188,8.476312
2189,8.38387
2190,8.49282
2191,8.604057
2192,8.358096
2193,8.364102
2194,8.42496
2195,8.294905
2196,8.584164
2197,8.539739
2198,8.413944
2199,8.419971
2200,8.6438
2201,8.484855
2202,8.539356
2203,8.148897
2204,8.324508
2205,8.36577
2206,8.455598
2207,8.304941
2208,8.277792
2209,8.628354
2210,8.22562
2211,8.388534
2212,8.237488
2213,8.323093
2214,8.495118
2215,8.36827
2216,8.336592
2217,8.480025
2218,8.698996
2219,8.250242
2220,8.5359
2221,8.379833
2222,8.279172
2223,8.434062
2224,8.400048
2225,8.426075
2226,8.371986
2227,8.651895
2228,8.5221
2229,8.485803
2230,8.37588
2231,8.4778
2232,8.240544
2233,8.277731
2234,8.654516
2235,8.48853
2236,8.342516
2237,8.556525
2238,8.399214
2239,8.331319
2240,8.70688
2241,8.520282
2242,8.593586
2243,8.420222
2244,8.379096
2245,8.376095
2246,8.357366
2247,8.5386
2248,8.438992
2249,8.624915
2250,8.397
2251,8.605573
2252,8.368432
2253,8.478039
2254,8.484056
2255,8.530665
2256,8.642736
2257,8.359928
2258,8.494596
2259,8.351523
2260,8.52698
2261,8.372483
2262,8.52774
2263,8.454568
2264,8.46736
2265,8.351055
2266,8.375136
2267,8.401502
2268,8.355312
2269,8.44068
2270,8.43532
2271,8.42541
2272,8.351872
2273,8.371459
2274,8.352402
2275,8.2628
2276,8.48948
2277,8.363421
2278,8.157518
2279,8.468764
2280,8.6868
2281,8.601651
2282,8.646498
2283,8.453949
2284,8.332032
2285,8.44536
2286,8.327898
2287,8.39329
2288,8.582288
2289,8.661576
2290,8.53483
2291,8.336949
2292,8.535408
2293,8.504737
2294,8.265282
2295,8.38593
2296,8.64444
2297,8.61375
2298,8.327952
2299,8.435031
2300,8.2202
2301,8.626449
2302,8.42532
2303,8.580978
2304,8.45568
2305,8.4824
2306,8.557566
2307,8.286744
2308,8.419584
2309,8.418614
2310,8.66019
2311,8.62003
2312,8.344008
2313,8.21115
2314,8.547916
2315,8.54698
2316,8.365392
2317,8.445465
2318,8.639186
2319,8.378547
2320,8.52136
2321,8.808195
2322,8.56818
2323,8.297756
2324,8.454712
2325,8.549025
2326,8.608526
2327,8.614554
2328,8.364504
2329,8.458928
2330,8.58139
2331,8.428896
2332,8.509468
2333,8.576108
2334,8.435076
2335,8.511075
2336,8.31616
2337,8.431896
2338,8.409786
2339,8.322162
2340,8.40996
2341,8.436964
2342,8.663058
2343,8.441829
2344,8.822816
2345,8.4889
2346,8.454984
2347,8.327156
2348,8.53498
2349,8.472843
2350,8.56105
2351,8.51062
2352,8.650656
2353,8.586097
2354,8.56856
2355,8.40735
2356,8.429768
2357,8.588908
2358,8.597268
2359,8.589119
2360,8.54792
2361,8.47599
2362,8.803174
2363,8.447725
2364,8.340192
2365,8.39575
2366,8.32832
2367,8.414685
2368,8.612416
2369,8.7653
2370,8.29263
2371,8.521374
2372,8.721844
2373,8.21058
2374,8.646108
2375,8.5595
2376,8.418168
2377,8.67605
2378,8.475192
2379,8.562021
2380,8.72746
2381,8.628744
2382,8.627604
2383,8.295223
2384,8.560944
2385,8.569305
2386,8.575284
2387,8.414175
2388,8.506056
2389,8.55262
2390,8.34349
2391,8.32068
2392,8.460504
2393,8.437718
2394,8.101296
2395,8.557335
2396,8.328496
2397,8.439837
2398,8.484124
2399,8.343722
2400,8.8488
2401,8.348277
2402,8.519894
2403,8.790174
2404,8.435636
2405,8.5618
2406,8.25258
2407,8.487082
2408,8.401512
2409,8.47968
2410,8.50971
2411,8.638613
2412,8.630136
2413,8.447913
2414,8.494866
2415,8.50563
2416,8.390768
2417,8.635941
2418,8.482344
2419,8.459243
2420,8.48936
2421,8.606655
2422,8.36801
2423,8.332697
2424,8.583384
2425,8.543275
2426,8.491
2427,8.572164
2428,8.30376
2429,8.741971
2430,8.59248
2431,8.348054
2432,8.473088
2433,8.333025
2434,8.53117
2435,8.442145
2436,8.394456
2437,8.536811
2438,8.52081
2439,8.580402
2440,8.36432
2441,8.533736
2442,8.659332
2443,8.753269
2444,8.497788
2445,8.38635
2446,8.38978
2447,8.733343
2448,8.614512
2449,8.671909
2450,8.5113
2451,8.527029
2452,8.403004
2453,8.352465
2454,8.584092
2455,8.47466
2456,8.561616
2457,8.5995
2458,8.374406
2459,8.456501
2460,8.40336
2461,8.404315
2462,8.557912
2463,8.455479
2464,8.619072
2465,8.629965
2466,8.500302
2467,8.444541
2468,8.672552
2469,8.651376
2470,8.3733
2471,8.505182
2472,8.488848
2473,8.633243
2474,8.315114
2475,8.4051
2476,8.539724
2477,8.543173
2478,8.51193
2479,8.686416
2480,8.3452
2481,8.457729
2482,8.453692
2483,8.437234
2484,8.559864
2485,8.312325
2486,8.621448
2487,8.58015
2488,8.454224
2489,8.619407
2490,8.41371
2491,8.571531
2492,8.587432
2493,8.546004
2494,8.372358
2495,8.585295
2496,8.2368
2497,8.557219
2498,8.335826
2499,8.691522
2500,8.4575
2501,8.693476
2502,8.609382
2503,8.813063
2504,8.496072
2505,8.549565
2506,8.57052
2507,8.666699
2508,8.885844
2509,8.422713
2510,8.67456
2511,8.780967
2512,8.42776
2513,8.456245
2514,8.570226
2515,8.649085
2516,8.863868
2517,8.819568
2518,8.407602
2519,8.310181
2520,8.46972
2521,8.664677
2522,8.579844
2523,8.436912
2524,8.639652
2525,8.688525
2526,8.654076
2527,8.687826
2528,8.473856
2529,8.5986
2530,8.37936
2531,8.473788
2532,8.510052
2533,8.43489
2534,8.592794
2535,8.55816
2536,8.487992
2537,8.531931
2538,8.560674
2539,8.558969
2540,8.54202
2541,8.458989
2542,8.510616
2543,8.506335
2544,8.524944
2545,8.63773
2546,8.501094
2547,8.672535
2548,8.42114
2549,8.574836
2550,8.51955
2551,8.584115
2552,8.70232
2553,8.483619
2554,8.642736
2555,8.485155
2556,8.516592
2557,8.732155
2558,8.574416
2559,8.67501
2560,8.29696
2561,8.640814
2562,8.641626
2563,8.562983
2564,8.356076
2565,8.721
2566,8.701306
2567,8.817645
2568,8.713224
2569,8.593305
2570,8.56067
2571,8.641131
2572,8.541612
2573,8.261903
2574,8.6229
2575,8.43055
2576,8.549744
2577,8.764377
2578,8.587318
2579,8.817601
2580,8.54754
2581,8.359859
2582,8.55933
2583,8.673714
2584,8.354072
2585,8.75798
2586,8.461392
2587,8.749234
2588,8.739676
2589,8.574768
2590,8.40455
2591,8.586574
2592,8.65728
2593,8.523191
2594,8.58614
2595,8.514195
2596,8.85236
2597,8.512966
2598,8.4435
2599,8.334993
2600,8.606
2601,8.63532
2602,8.422674
2603,8.444132
2604,8.843184
2605,8.60171
2606,8.636284
2607,8.438859
2608,8.562064
2609,8.474032
2610,8.6391
2611,8.626744
2612,8.901696
2613,8.607222
2614,8.422308
2615,8.73933
2616,8.59356
2617,8.79312
2618,8.780772
2619,8.446275
2620,8.50976
2621,8.552323
2622,8.57394
2623,8.70836
2624,8.661824
2625,8.778
2626,8.502988
2627,8.414281
2628,8.562024
2629,8.415429
2630,8.72371
2631,8.716503
2632,8.543472
2633,8.499324
2634,8.700102
2635,8.47943
2636,8.574908
2637,8.480592
2638,8.67902
2639,8.57675
2640,8.49816
2641,8.490815
2642,8.531018
2643,8.777403
2644,8.495172
2645,8.56451
2646,8.737092
2647,8.658337
2648,8.555688
2649,8.611899
2650,8.75295
2651,8.491153
2652,8.483748
2653,8.603679
2654,8.710428
2655,8.62344
2656,8.541696
2657,8.544912
2658,8.5056
2659,8.386486
2660,8.59978
2661,8.430048
2662,8.475808
2663,8.769259
2664,8.580744
2665,8.488025
2666,8.760476
2667,8.702421
2668,8.668332
2669,8.778341
2670,8.3304
2671,8.435018
2672,8.641248
2673,8.414604
2674,8.527386
2675,8.883675
2676,8.745168
2677,8.368302
2678,8.494616
2679,8.535294
2680,8.57868
2681,8.597967
2682,8.633358
2683,8.725116
2684,8.532436
2685,8.610795
2686,8.761732
2687,8.681697
2688,8.582784
2689,8.456905
2690,8.77747
2691,8.568144
2692,8.528256
2693,8.361765
2694,8.601942
2695,8.55393
2696,8.581368
2697,8.339124
2698,8.4987
2699,8.353405
2700,8.6049
2701,8.621592
2702,8.59236
2703,8.687442
2704,8.725808
2705,8.572145
2706,8.494134
2707,8.776094
2708,8.592484
2709,8.503551
2710,8.53379
2711,8.528806
2712,8.591616
2713,8.768416
2714,8.48125
2715,8.630985
2716,8.761816
2717,8.737872
2718,8.62965
2719,8.404429
2720,8.55168
2721,8.636454
2722,8.726732
2723,8.427685
2724,8.70318
2725,8.499275
2726,8.679584
2727,8.690949
2728,8.792344
2729,8.626369
2730,8.46846
2731,8.471562
2732,8.55116
2733,8.598018
2734,8.814416
2735,8.574225
2736,8.437824
2737,8.733767
2738,8.54256
2739,8.677152
2740,8.71868
2741,8.529992
2742,8.598912
2743,8.31129
2744,8.745128
2745,8.59185
2746,8.58125
2747,8.57064
2748,8.554524
2749,8.684091
2750,8.83575
2751,8.74818
2752,8.644032
2753,8.542559
2754,8.708148
2755,8.752635
2756,8.5436
2757,8.599083
2758,8.695974
2759,8.597044
2760,8.61396
2761,8.64193
2762,8.647822
2763,8.822259
2764,8.792284
2765,8.651685
2766,8.997798
2767,8.652409
2768,8.730272
2769,8.642049
2770,8.76705
2771,8.797925
2772,8.823276
2773,8.737723
2774,8.632688
2775,8.6247
2776,8.583392
2777,8.928055
2778,8.606244
2779,8.445381
2780,8.47066
2781,8.829675
2782,8.618636
2783,8.477018
2784,8.705568
2785,8.541595
2786,8.558592
2787,8.533794
2788,9.069364
2789,8.525973
2790,8.49555
2791,8.551624
2792,8.71104
2793,8.789571
2794,8.566404
2795,8.58624
2796,8.622864
2797,8.542038
2798,8.472344
2799,8.531352
2800,8.708
2801,8.587866
2802,8.53209
2803,8.767784
2804,8.470884
2805,8.866605
2806,8.549882
2807,8.822401
2808,8.671104
2809,8.542169
2810,8.94704
2811,8.615715
2812,8.734072
2813,8.571211
2814,8.565816
2815,8.47315
2816,8.91264
2817,8.386209
2818,8.80625
2819,8.634597
2820,8.80968
2821,8.674575
2822,8.858258
2823,9.036423
2824,8.65556
2825,8.370475
2826,8.735166
2827,8.644966
2828,8.78094
2829,8.605818
2830,8.45887
2831,8.756283
2832,8.521488
2833,8.972111
2834,8.697546
2835,8.462475
2836,8.970268
2837,8.925202
2838,8.559408
2839,8.585136
2840,8.67052
2841,8.57982
2842,8.551578
2843,8.688208
2844,8.549064
2845,8.993045
2846,8.444082
2847,8.615022
2848,8.655072
2849,8.71794
2850,8.6298
2851,8.972097
2852,8.846904
2853,8.753004
2854,8.579124
2855,8.65065
2856,8.765064
2857,8.610998
2858,8.754054
2859,8.774271
2860,8.70012
2861,8.871961
2862,8.608896
2863,8.752191
2864,8.918496
2865,8.723925
2866,8.838744
2867,8.672675
2868,8.796156
2869,8.736105
2870,8.78507
2871,8.69913
2872,8.661952
2873,8.871824
2874,8.78007
2875,8.6365
2876,8.49858
2877,8.783481
2878,8.714584
2879,8.57942
2880,8.80992
2881,8.833146
2882,8.622944
2883,8.770086
2884,8.562596
2885,8.75309
2886,8.582964
2887,8.600373
2888,8.496496
2889,8.678556
2890,8.68734
2891,8.684564
2892,8.652864
2893,8.976979
2894,8.603862
2895,8.850015
2896,8.835696
2897,8.667824
2898,8.427384
2899,8.662212
2900,8.7754
2901,8.575356
2902,8.711804
2903,8.781575
2904,8.706192
2905,8.839915
2906,8.668598
2907,8.569836
2908,8.735632
2909,8.505916
2910,8.84058
2911,8.631115
2912,8.695232
2913,8.808912
2914,8.555504
2915,8.771235
2916,8.683848
2917,8.386375
2918,8.85613
2919,8.733648
2920,8.70452
2921,8.640318
2922,8.570226
2923,8.909304
2924,8.619952
2925,8.74575
2926,8.70485
2927,8.587818
2928,8.851344
2929,8.561467
2930,8.76363
2931,8.757828
2932,8.75202
2933,8.640618
2934,8.863614
2935,8.93414
2936,8.716984
2937,8.514363
2938,8.54958
2939,8.778793
2940,8.50248
2941,8.731829
2942,8.78187
2943,8.687736
2944,8.723072
2945,8.678915
2946,8.490372
2947,8.952986
2948,8.973712
2949,8.549151
2950,8.71135
2951,8.746764
2952,8.593272
2953,8.805846
2954,8.525244
2955,8.865
2956,8.758628
2957,8.868043
2958,8.699478
2959,8.72905
2960,8.38272
2961,8.749755
2962,8.580914
2963,8.577885
2964,8.776404
2965,8.78826
2966,8.459032
2967,8.776386
2968,8.803088
2969,8.912938
2970,8.91
2971,8.97242
2972,8.64852
2973,8.779269
2974,8.449134
2975,8.5442
2976,8.928
2977,8.856575
2978,8.87444
2979,8.645058
2980,8.63902
2981,8.814817
2982,8.850576
2983,8.623853
2984,8.829656
2985,8.72814
2986,8.877378
2987,8.826585
2988,8.512812
2989,8.665111
2990,9.01186
2991,8.844387
2992,8.84136
2993,8.835336
2994,8.736492
2995,8.754385
2996,8.62848
2997,8.604387
2998,9.09893
2999,8.784071
3000,8.883
3001,8.537845
3002,8.804866
3003,8.67867
3004,8.447248
3005,9.015
3006,8.966898
3007,8.921769
3008,8.75328
3009,8.843451
3010,8.66278
3011,8.960736
3012,8.626368
3013,8.695518
3014,8.809922
3015,8.84601
3016,8.77656
3017,8.661807
3018,8.625444
3019,8.685663
3020,8.6976
3021,8.576619
3022,8.821218
3023,8.685079
3024,8.79984
3025,8.702925
3026,8.581736
3027,8.905434
3028,8.787256
3029,8.787129
3030,8.9385
3031,8.617133
3032,8.644232
3033,8.501499
3034,8.725784
3035,8.792395
3036,8.783148
3037,8.858929
3038,8.716022
3039,8.724969
3040,8.82512
3041,8.599948
3042,8.511516
3043,9.077269
3044,8.833688
3045,8.8305
3046,8.860814
3047,8.711373
3048,8.9154
3049,8.573788
3050,9.0097
3051,8.521443
3052,8.859956
3053,8.798746
3054,8.651982
3055,8.89616
3056,8.666816
3057,8.596284
3058,8.907954
3059,8.877218
3060,9.00558
3061,8.75446
3062,8.668522
3063,8.625408
3064,8.71708
3065,8.775095
3066,8.609328
3067,8.747084
3068,8.660964
3069,8.798823
3070,8.67582
3071,8.792273
3072,8.945664
3073,8.865605
3074,8.677902
3075,8.711475
3076,8.82812
3077,8.901761
3078,8.584542
3079,9.030707
3080,8.86116
3081,8.694582
3082,8.749798
3083,8.727973
3084,8.872668
3085,8.708955
3086,8.761154
3087,8.905995
3088,8.735952
3089,9.001346
3090,8.69526
3091,8.945354
3092,8.911144
3093,9.037746
3094,8.963318
3095,8.799085
3096,8.520192
3097,8.73354
3098,8.699184
3099,8.497458
3100,8.7668
3101,8.840951
3102,8.822088
3103,8.738048
3104,8.526688
3105,8.66295
3106,8.771344
3107,8.712028
3108,8.829828
3109,8.733181
3110,8.66135
3111,8.564583
3112,8.816296
3113,8.666592
3114,9.06174
3115,8.79676
3116,8.955384
3117,8.930205
3118,8.889418
3119,8.714486
3120,9.01992
3121,8.682622
3122,8.629208
3123,8.697555
3124,8.516024
3125,8.7125
3126,8.884092
3127,8.899442
3128,8.880392
3129,8.664201
3130,8.56681
3131,8.635298
3132,8.67564
3133,8.712873
3134,8.721922
3135,8.84697
3136,8.711808
3137,8.827518
3138,8.899368
3139,8.792339
3140,8.59418
3141,8.662878
3142,8.649926
3143,8.67468
3144,8.815776
3145,8.834305
3146,8.77734
3147,8.437107
3148,8.811252
3149,8.804604
3150,8.89245
3151,8.794441
3152,9.04624
3153,8.711739
3154,8.553648
3155,8.837155
3156,8.767368
3157,8.890112
3158,8.741344
3159,8.955765
3160,8.87012
3161,8.711716
3162,8.93265
3163,8.597034
3164,8.74846
3165,8.65944
3166,8.839472
3167,9.222304
3168,8.82288
3169,8.740102
3170,8.63508
3171,8.793183
3172,8.700796
3173,8.671809
3174,8.738022
3175,8.626475
3176,8.8928
3177,9.079866
3178,8.704542
3179,8.602374
3180,8.87538
3181,8.862266
3182,8.979604
3183,8.590917
3184,8.896096
3185,8.761935
3186,8.608572
3187,8.681388
3188,8.939152
3189,8.721915
3190,8.9001
3191,8.957137
3192,8.975904
3193,8.662609
3194,8.582278
3195,8.64567
3196,9.006328
3197,8.993161
3198,8.87445
3199,8.602111
3200,8.5664
3201,8.473047
3202,8.991216
3203,8.593649
3204,8.532252
3205,8.8458
3206,9.063362
3207,8.575518
3208,8.908616
3209,8.789451
3210,8.81787
3211,8.871993
3212,8.807304
3213,8.581923
3214,8.632804
3215,8.928055
3216,8.606016
3217,8.875703
3218,8.762614
3219,8.849031
3220,8.62638
3221,8.493777
3222,8.902386
3223,8.598964
3224,8.872448
3225,8.7591
3226,8.910212
3227,8.706446
3228,8.689776
3229,8.818399
3230,8.96325
3231,9.088803
3232,8.884768
3233,9.042701
3234,8.92584
3235,9.164755
3236,8.970192
3237,8.665449
3238,8.881834
3239,8.644891
3240,8.83548
3241,8.844689
3242,8.999792
3243,8.902035
3244,8.87234
3245,8.667395
3246,8.932992
3247,8.536363
3248,8.789088
3249,8.824284
3250,8.93425
3251,8.722433
3252,8.679588
3253,8.737558
3254,8.961516
3255,8.74944
3256,8.843296
3257,8.862297
3258,8.744472
3259,8.76671
3260,8.6716
3261,9.101451
3262,8.941142
3263,8.77747
3264,8.91072
3265,8.975485
3266,8.971702
3267,8.922177
3268,8.833404
3269,9.179352
3270,8.72436
3271,8.969082
3272,8.772232
3273,8.630901
3274,8.751402
3275,8.79665
3276,9.012276
3277,8.851177
3278,8.929272
3279,8.672955
3280,8.6592
3281,8.806204
3282,8.963142
3283,8.946175
3284,8.873368
3285,8.931915
3286,8.813052
3287,9.012954
3288,8.670456
3289,8.873722
3290,8.7185
3291,8.994303
3292,8.69088
3293,8.591437
3294,8.81145
3295,8.629605
3296,8.872832
3297,8.67111
3298,8.865024
3299,9.088745
3300,8.6724
3301,9.038138
3302,8.680958
3303,8.914797
3304,8.649872
3305,9.052395
3306,8.714616
3307,9.038031
3308,8.83236
3309,8.914446
3310,8.86418
3311,8.800638
3312,8.700624
3313,9.001421
3314,8.646226
3315,8.89083
3316,8.578492
3317,8.796684
3318,8.669934
3319,8.858411
3320,9.00384
3321,8.873712
3322,9.005942
3323,8.666384
3324,8.70888
3325,8.7248
3326,8.770662
3327,8.796588
3328,8.596224
3329,8.991629
3330,8.50815
3331,9.156919
3332,8.97974
3333,8.909109
3334,9.061812
3335,8.707685
3336,8.953824
3337,8.803006
3338,8.892432
3339,8.577891
3340,9.01132
3341,8.750079
3342,9.284076
3343,8.59151
3344,8.620832
3345,8.67024
3346,8.743098
3347,8.805957
3348,8.728236
3349,8.771031
3350,9.23595
3351,8.759514
3352,8.896208
3353,8.892156
3354,8.800896
3355,8.78339
3356,8.698752
3357,8.973261
3358,8.925564
3359,8.810657
3360,8.66208
3361,8.832708
3362,8.583186
3363,8.962395
3364,8.971788
3365,8.860045
3366,8.822286
3367,8.579116
3368,8.507568
3369,9.005337
3370,8.81592
3371,8.882585
3372,8.98638
3373,9.201544
3374,8.971466
3375,8.623125
3376,8.889008
3377,8.594465
3378,8.786178
3379,8.994898
3380,9.16318
3381,8.550549
3382,8.769526
3383,8.887141
3384,8.703648
3385,8.72653
3386,8.901794
3387,8.890875
3388,8.696996
3389,9.102854
3390,8.80044
3391,8.735216
3392,8.71744
3393,9.062703
3394,8.854946
3395,8.65725
3396,8.720928
3397,8.855979
3398,8.777034
3399,9.299664
3400,8.7856
3401,8.757575
3402,8.797572
3403,8.895442
3404,8.710836
3405,8.917695
3406,9.002058
3407,8.68785
3408,8.806272
3409,8.938398
3410,8.80462
3411,8.759448
3412,9.028152
3413,8.924995
3414,8.954922
3415,8.417975
3416,8.895264
3417,8.829528
3418,8.862874
3419,9.203948
3420,9.063
3421,8.798812
3422,8.770586
3423,8.629383
3424,8.929792
3425,8.723475
3426,8.712318
3427,8.776547
3428,8.662556
3429,8.613648
3430,8.92486
3431,8.762774
3432,8.995272
3433,8.853707
3434,8.835682
3435,8.831385
3436,8.885496
3437,8.815905
3438,8.876916
3439,8.790084
3440,8.83736
3441,8.950041
3442,9.004272
3443,8.772764
3444,8.90274
3445,8.815755
3446,8.969938
3447,9.165573
3448,9.06824
3449,8.750113
3450,8.74575
3451,8.586088
3452,8.857832
3453,8.711919
3454,8.735166
3455,8.72733
3456,9.148032
3457,8.742753
3458,8.613878
3459,8.955351
3460,8.92334
3461,9.150884
3462,8.814252
3463,9.017652
3464,9.096464
3465,8.69022
3466,8.68233
3467,8.920591
3468,8.798316
3469,8.814729
3470,9.06364
3471,8.844108
3472,8.683472
3473,8.908245
3474,8.869122
3475,8.871675
3476,8.9507
3477,9.029769
3478,8.875856
3479,8.909719
3480,8.84268
3481,8.866107
3482,8.906956
3483,9.003555
3484,8.905104
3485,8.68462
3486,8.892786
3487,8.714013
3488,8.852544
3489,8.889972
3490,8.91695
3491,8.922996
3492,8.827776
3493,8.729007
3494,8.745482
3495,8.789925
3496,8.963744
3497,8.634093
3498,8.738004
3499,8.81748
3500,8.8795
3501,8.706987
3502,8.758502
3503,9.027231
3504,8.731968
3505,9.018365
3506,8.901734
3507,8.585136
3508,8.829636
3509,8.933914
3510,9.01368
3511,8.903896
3512,8.734344
3513,8.663058
3514,9.08369
3515,8.819135
3516,8.990412
3517,9.031656
3518,8.791482
3519,8.931222
3520,9.0112
3521,9.168684
3522,8.92827
3523,9.075248
3524,9.077824
3525,8.611575
3526,8.853786
3527,8.965634
3528,9.109296
3529,9.094233
3530,9.0721
3531,9.088794
3532,8.911236
3533,8.786571
3534,8.955156
3535,9.11323
3536,9.006192
3537,8.934462
3538,8.820234
3539,8.836883
3540,8.84292
3541,8.78168
3542,8.901046
3543,9.031107
3544,8.852912
3545,8.67107
3546,8.960742
3547,9.083867
3548,9.061592
3549,8.954127
3550,8.75075
3551,8.863296
3552,8.727264
3553,8.719062
3554,9.123118
3555,9.00837
3556,8.922004
3557,8.96364
3558,8.951928
3559,8.869028
3560,8.9534
3561,8.799231
3562,8.776768
3563,8.896811
3564,8.656956
3565,8.94815
3566,9.168186
3567,8.77482
3568,9.034176
3569,9.011725
3570,9.08208
3571,9.21318
3572,8.865704
3573,8.828883
3574,8.777744
3575,8.5514
3576,8.943576
3577,9.021194
3578,8.970046
3579,8.98329
3580,9.0753
3581,8.766288
3582,8.886942
3583,8.961083
3584,8.945664
3585,8.61117
3586,9.115612
3587,9.071523
3588,8.855184
3589,8.950966
3590,9.08988
3591,8.815905
3592,9.206296
3593,8.69506
3594,8.744202
3595,8.99469
3596,8.803008
3597,8.996097
3598,8.645994
3599,8.893129
3600,8.928
3601,8.890869
3602,9.051826
3603,8.989485
3604,8.99198
3605,8.770965
3606,8.989758
3607,9.201457
3608,8.82156
3609,8.881749
3610,8.75425
3611,8.803618
3612,8.954148
3613,9.039726
3614,8.69167
3615,8.809755
3616,8.89536
3617,8.86165
3618,9.356148
3619,8.848455
3620,8.80022
3621,8.849724
3622,8.761618
3623,8.981417
3624,8.809944
3625,8.913875
3626,8.749538
